Region,Division,District,BEIS School ID,School Name,Street Address,Province,Municipality,Legislative District,Barangay,Sector,School Subclassification,School Type,Modified COC,K Male,K Female,G1 Male,G1 Female,G2 Male,G2 Female,G3 Male,G3 Female,G4 Male,G4 Female,G5 Male,G5 Female,G6 Male,G6 Female,Elem NG Male,Elem NG Female,G7 Male,G7 Female,G8 Male,G8 Female,G9 Male,G9 Female,G10 Male,G10 Female,JHS NG Male,JHS NG Female,G11 ACAD - ABM Male,G11 ACAD - ABM Female,G11 ACAD - HUMSS Male,G11 ACAD - HUMSS Female,G11 ACAD STEM Male,G11 ACAD STEM Female,G11 ACAD GAS Male,G11 ACAD GAS Female,G11 ACAD PBM Male,G11 ACAD PBM Female,G11 TVL Male,G11 TVL Female,G11 SPORTS Male,G11 SPORTS Female,G11 ARTS Male,G11 ARTS Female,G12 ACAD - ABM Male,G12 ACAD - ABM Female,G12 ACAD - HUMSS Male,G12 ACAD - HUMSS Female,G12 ACAD STEM Male,G12 ACAD STEM Female,G12 ACAD GAS Male,G12 ACAD GAS Female,G12 ACAD PBM Male,G12 ACAD PBM Female,G12 TVL Male,G12 TVL Female,G12 SPORTS Male,G12 SPORTS Female,G12 ARTS Male,G12 ARTS Female
Region IV-A,Quezon,Candelaria East,402728,"GRABSUM SCHOOL, INC.","MASALUKOT I CANDELARIA, QUEZON",QUEZON,CANDELARIA,2nd District,MASALUKOT I,Private,Sectarian ,School with no Annexes,All Offering,7,2,7,7,6,6,6,7,7,8,8,4,11,11,0,0,27,23,24,21,20,20,34,34,0,0,10,27,76,81,45,46,0,0,0,0,47,32,0,0,0,0,6,19,30,29,23,33,0,0,0,0,26,25,0,0,0,0
Region IV-A,Quezon,Candelaria East,402731,"MANUEL S. ENVERGA UNIVERSITY FOUNDATION, CANDELARIA, INC.",UNKNOWN,QUEZON,CANDELARIA,2nd District,MALABANBAN NORTE,Private,Non-Sectarian ,School with no Annexes,All Offering,13,20,16,19,18,12,14,20,16,14,21,21,13,15,0,0,139,151,136,179,140,181,129,158,0,0,13,33,42,45,178,199,0,0,0,0,60,54,0,0,0,0,30,57,32,47,129,172,0,0,0,0,40,23,0,0,0,0
Region IV-A,Quezon,Candelaria East,402733,TRINITY CHRISTIAN ACADEMY INCORPORATED,1715 EASTERN SPRING SUBD.,QUEZON,CANDELARIA,2nd District,MALABANBAN SUR,Private,Non-Sectarian ,School with no Annexes,Purely ES,2,1,3,0,1,0,2,5,5,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria East,408069,BLESSED CHILDREN FOUNDATIONAL LEARNING CENTER INC.,BAKAWAN ST.,QUEZON,CANDELARIA,2nd District,PAHINGA NORTE,Private,Non-Sectarian ,School with no Annexes,Purely ES,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria East,425017,"HEADSTART CHRISTIAN LEARNING INSTITUTE, INC.",BANSALAGIN ST. ,QUEZON,CANDELARIA,2nd District,PAHINGA NORTE,Private,Non-Sectarian ,School with no Annexes,Purely ES,31,30,37,32,39,29,34,28,23,21,24,23,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,108632,BUENAVISTA EAST ELEMENTARY SCHOOL,BRGY. BUENAVISTA EAST,QUEZON,CANDELARIA,2nd District,BUENAVISTA EAST,Public,DepED Managed,School with no Annexes,Purely ES,12,10,17,15,21,16,18,14,12,17,15,26,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,108633,BUENAVISTA WEST ELEMENTARY SCHOOL,BRGY. BUENAVISTA WEST,QUEZON,CANDELARIA,2nd District,BUENAVISTA WEST,Public,DepED Managed,School with no Annexes,Purely ES,16,18,27,17,22,25,21,24,30,21,22,18,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,108634,BUKAL NORTE ELEMENTARY SCHOOL,SITIO PULO,QUEZON,CANDELARIA,2nd District,BUKAL NORTE,Public,DepED Managed,School with no Annexes,Purely ES,19,20,15,15,30,28,14,21,20,18,18,22,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,108635,BUKAL SUR ELEMENTARY SCHOOL,BRGY. BUKAL SUR,QUEZON,CANDELARIA,2nd District,BUKAL SUR,Public,DepED Managed,School with no Annexes,Purely ES,96,68,99,97,107,78,95,81,86,87,109,88,100,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,108636,CANDELARIA ELEMENTARY SCHOOL 1 & 2,ARGAO,QUEZON,CANDELARIA,2nd District,POB. ,Public,DepED Managed,School with no Annexes,Purely ES,81,85,121,110,133,100,125,76,103,115,113,113,126,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,108637,"CANDELARIA ELEMENTARY SCHOOL, MAIN",ARGAO,QUEZON,CANDELARIA,2nd District,POB. ,Public,DepED Managed,School with no Annexes,Purely ES,92,90,100,68,101,110,89,114,100,100,123,108,109,115,46,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,108638,MASALUKOT 1 ELEMENTARY SCHOOL,STO. NINO ST. ,QUEZON,CANDELARIA,2nd District,MASALUKOT I,Public,DepED Managed,School with no Annexes,Purely ES,49,41,50,41,48,47,47,67,45,48,50,52,70,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,108639,MASALUKOT 2 ELEMENTARY SCHOOL,BRGY. MASALUKOT II,QUEZON,CANDELARIA,2nd District,MASALUKOT II,Public,DepED Managed,School with no Annexes,Purely ES,8,10,18,8,12,16,6,14,11,3,11,7,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,108640,MASALUKOT 3 ELEMENTARY SCHOOL,BRGY. MASALUKOT III,QUEZON,CANDELARIA,2nd District,MASALUKOT III,Public,DepED Managed,School with no Annexes,Purely ES,11,11,7,4,12,7,8,9,8,7,10,5,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,108641,MASIN ELEMENTARY SCHOOL,BRGY. MASIN NORTE,QUEZON,CANDELARIA,2nd District,MASIN NORTE,Public,DepED Managed,School with no Annexes,Purely ES,83,82,97,82,92,96,81,91,90,82,87,74,89,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,108642,MAYAPYAP ELEMENTARY SCHOOL,SITIO MAYAPYAP,QUEZON,CANDELARIA,2nd District,BUKAL NORTE,Public,DepED Managed,School with no Annexes,Purely ES,19,11,10,14,15,14,13,18,13,9,18,13,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,301297,BUKAL SUR NATIONAL HIGH SCHOOL,BUENAVISTA WEST,QUEZON,CANDELARIA,2nd District,BUENAVISTA WEST,Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,124,135,145,142,141,145,160,0,0,3,12,27,29,0,0,0,0,0,0,44,19,0,0,0,0,5,8,43,39,0,0,0,0,0,0,37,19,0,0,0,0
Region IV-A,Quezon,Candelaria West,308040,ATTY. CELSO M. REYES INTEGRATED NATIONAL HIGH SCHOOL (FORMERLY DR. PANFILO CASTRO NATIONAL HIGH SCHOOL - MASALUKOT I ANNEX),MASALUKOT I,QUEZON,CANDELARIA,2nd District,MASALUKOT I,Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,65,94,69,112,89,99,76,0,0,0,0,26,30,0,0,0,0,0,0,27,16,0,0,0,0,0,0,45,30,0,0,0,0,0,0,27,16,0,0,0,0
Region IV-A,Quezon,Candelaria West,402729,"THE LADY MEDIATRIX INSTITUTE, INC.",MASIN NORTE,QUEZON,CANDELARIA,2nd District,POB. ,Private,Sectarian ,School with no Annexes,All Offering,9,4,13,19,11,22,15,17,7,15,19,17,11,19,0,0,33,32,35,31,43,32,36,28,0,0,0,0,11,6,23,18,0,0,0,0,0,0,0,0,0,0,3,8,5,6,15,18,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,402730,MANUEL L. QUEZON ELEMENTARY SCHOOL INC.,DEL VALLE ST.,QUEZON,CANDELARIA,2nd District,POB. ,Private,Non-Sectarian ,School with no Annexes,Purely ES,0,0,1,0,1,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,402732,TAYABAS WESTERN ACADEMY,DE GALA ST. ,QUEZON,CANDELARIA,2nd District,POB. ,Private,Non-Sectarian ,School with no Annexes,All Offering,25,25,29,26,34,26,20,35,26,29,18,22,29,26,0,0,225,206,239,238,249,273,227,261,0,0,29,47,98,60,57,99,17,12,0,0,67,31,0,0,0,0,42,105,91,60,44,61,35,15,0,0,69,26,0,0,0,0
Region IV-A,Quezon,Candelaria West,402734,UNITED EVANGELICAL SCHOOL OF CANDELARIA,"810-A BUSTAMANTE ST. CANDELARIA, QUEZON",QUEZON,CANDELARIA,2nd District,POB. ,Private,Non-Sectarian ,School with no Annexes,Purely ES,4,6,6,3,4,2,1,1,6,2,4,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,407736,BRENTLEY MONTESSORI SCHOOL (BMS) INC.,"MAXON BLDG., BUSTAMANTE ST., ",QUEZON,CANDELARIA,2nd District,POB. ,Private,Non-Sectarian ,School with no Annexes,Purely ES,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,407738,MOLINO INTEGRATED SCHOOL OF CANDELARIA INC.,VILLA MACARIA HOMES SUBD.,QUEZON,CANDELARIA,2nd District,MASALUKOT I,Private,Non-Sectarian ,School with no Annexes,Purely ES,2,2,4,4,1,2,5,3,1,2,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Candelaria West,425018,"NEWTON SCIENCE SCHOOL, INC.",UNKNOWN,QUEZON,CANDELARIA,2nd District,BUKAL SUR,Private,Non-Sectarian ,School with no Annexes,All Offering,6,5,6,4,4,3,8,5,2,5,6,7,5,8,0,0,14,6,11,12,10,13,14,9,0,0,0,0,6,5,3,6,0,0,0,0,6,2,0,0,0,0,0,0,9,4,7,5,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108643,AJOS ELEMENTARY SCHOOL,SITIO BUTAG,QUEZON,CATANAUAN,3rd District,AJOS,Public,DepED Managed,School with no Annexes,Purely ES,32,23,22,28,22,22,26,19,28,29,20,22,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108644,ANUSAN ELEMENTARY SCHOOL,CENTRO,QUEZON,CATANAUAN,3rd District,ANUSAN,Public,DepED Managed,School with no Annexes,Purely ES,4,5,8,8,3,5,8,6,6,6,9,6,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108645,BOLO ELEMENTARY SCHOOL,UNKNOWN,QUEZON,CATANAUAN,3rd District,BOLO,Public,DepED Managed,School with no Annexes,Purely ES,6,7,12,8,11,14,13,11,8,13,11,12,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108647,BULAGSONG ELEMENTARY SCHOOL,BRGY. BULAGSONG,QUEZON,CATANAUAN,3rd District,BULAGSONG,Public,DepED Managed,School with no Annexes,Purely ES,23,21,32,21,20,35,17,23,23,19,27,28,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108648,CAMANDIISON ELEMENTARY SCHOOL,KIBKIBAN,QUEZON,CATANAUAN,3rd District,CAMANDIISON,Public,DepED Managed,School with no Annexes,Purely ES,8,7,15,10,11,9,12,10,11,12,12,6,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108649,CATANAUAN CENTRAL SCHOOL,NABATASAN,QUEZON,CATANAUAN,3rd District,BRGY. 9 (POB.),Public,DepED Managed,School with no Annexes,Purely ES,147,162,173,166,194,171,210,207,198,192,225,208,216,210,43,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108650,CUTCUTAN ELEMENTARY SCHOOL,CUTCUTAN,QUEZON,CATANAUAN,3rd District,CUTCUTAN,Public,DepED Managed,School with no Annexes,Purely ES,14,11,14,9,26,8,13,15,15,17,14,18,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108651,DAHICAN ELEMENTARY SCHOOL,UNKNOWN,QUEZON,CATANAUAN,3rd District,DAHICAN,Public,DepED Managed,School with no Annexes,Purely ES,29,30,24,28,28,25,31,21,38,16,20,21,37,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108652,DON ABADILLA ELEMENTARY SCHOOL,BRGY.  09,QUEZON,CATANAUAN,3rd District,BRGY. 9 (POB.),Public,DepED Managed,School with no Annexes,Purely ES,94,84,93,93,94,80,76,75,78,70,68,74,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108653,DOONGAN IBABA ELEMENTARY SCHOOL,BAYANAN I,QUEZON,CATANAUAN,3rd District,DOONGAN IBABA,Public,DepED Managed,School with no Annexes,Purely ES,3,6,8,5,4,8,4,9,6,2,7,5,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108654,IRENEO L. COMISO ELEMENTARY SCHOOL,CENTRAL LL,QUEZON,CATANAUAN,3rd District,DOONGAN ILAYA,Public,DepED Managed,School with no Annexes,Purely ES,29,27,33,17,31,20,25,24,33,25,15,26,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108655,MACPAC ELEMENTARY SCHOOL,SITIO KAPATAGAN,QUEZON,CATANAUAN,3rd District,MACPAC,Public,DepED Managed,School with no Annexes,Purely ES,8,8,10,6,4,6,11,8,10,7,14,6,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108656,MANUEL UY EK LIONG ELEMENTARY SCHOOL (MATANDANG SABANG KANLURAN ELEMENTARY SCHOOL),STA.ROSA,QUEZON,CATANAUAN,3rd District,MATANDANG SABANG KANLURAN,Public,DepED Managed,School with no Annexes,Purely ES,33,25,28,22,32,34,30,23,23,24,24,23,29,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108657,MILAGROSA ELEMENTARY SCHOOL,SENTRO,QUEZON,CATANAUAN,3rd District,MILAGROSA,Public,DepED Managed,School with no Annexes,Purely ES,6,5,6,6,7,14,9,6,6,1,10,9,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108658,NAVITAS ELEMENTARY SCHOOL,"BRGY. NAVITAS CATANAUAN, QUEZON",QUEZON,CATANAUAN,3rd District,NAVITAS,Public,DepED Managed,School with no Annexes,Purely ES,4,6,10,6,13,7,8,5,9,5,10,9,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108659,SAN ISIDRO ELEMENTARY SCHOOL,UNKNOWN,QUEZON,CATANAUAN,3rd District,SAN ISIDRO,Public,DepED Managed,School with no Annexes,Purely ES,61,44,76,65,67,68,67,56,64,64,72,58,45,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108660,SAN JOSE ANYAO ELEMENTARY SCHOOL,"SITIO CENTRO, BRGY. SAN JOSE ANYAO",QUEZON,CATANAUAN,3rd District,SAN JOSE (ANYAO),Public,DepED Managed,School with no Annexes,Purely ES,17,18,11,27,17,11,32,21,20,18,12,17,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108661,SAN PABLO SUHA ELEMENTARY SCHOOL,SITIO SENTRO,QUEZON,CATANAUAN,3rd District,SAN PABLO (SUHA),Public,DepED Managed,School with no Annexes,Purely ES,11,12,14,17,13,14,18,17,9,10,15,14,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108662,SAN ROQUE ELEMENTARY SCHOOL,BARRIO B,QUEZON,CATANAUAN,3rd District,SAN ROQUE (DOYON),Public,DepED Managed,School with no Annexes,Purely ES,33,36,45,30,42,41,50,46,35,35,56,34,41,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108663,SAN VICENTE KANLURAN ELEMENTARY SCHOOL,SITIO SENTRAL I,QUEZON,CATANAUAN,3rd District,SAN VICENTE KANLURAN,Public,DepED Managed,School with no Annexes,Purely ES,20,15,19,18,21,15,15,14,19,13,13,15,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108664,SAN VICENTE SILANGAN ELEMENTARY SCHOOL,UNKNOWN,QUEZON,CATANAUAN,3rd District,SAN VICENTE SILANGAN,Public,DepED Managed,School with no Annexes,Purely ES,10,3,4,5,5,10,5,3,6,8,8,10,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108665,STA. MARIA DAO ELEMENTARY SCHOOL,UNKNOWN,QUEZON,CATANAUAN,3rd District,SANTA MARIA (DAO),Public,DepED Managed,School with no Annexes,Purely ES,8,13,7,8,6,7,1,5,9,13,10,14,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108666,TAGABAS IBABA ELEMENTARY SCHOOL,TONDO,QUEZON,CATANAUAN,3rd District,TAGABAS IBABA,Public,DepED Managed,School with no Annexes,Purely ES,23,21,25,15,29,21,27,18,23,18,31,26,23,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108667,TAGABAS ILAYA ELEMENTARY SCHOOL,UNKNOWN,QUEZON,CATANAUAN,3rd District,TAGABAS ILAYA,Public,DepED Managed,School with no Annexes,Purely ES,3,8,4,14,8,5,11,9,9,8,8,6,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108668,TAGBACAN IBABA ELEMENTARY SCHOOL,UNKNOWN,QUEZON,CATANAUAN,3rd District,TAGBACAN IBABA,Public,DepED Managed,School with no Annexes,Purely ES,25,12,26,16,25,22,14,13,19,16,16,14,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108669,PEREGRINO C. NATIVIDAD ELEMENTARY SCHOOL,TAGBACAN ILAYA,QUEZON,CATANAUAN,3rd District,TAGBACAN ILAYA,Public,DepED Managed,School with no Annexes,Purely ES,27,29,30,27,37,30,31,27,28,24,23,41,31,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108670,TAGBACAN SILANGAN ELEMENTARY SCHOOL,UNKNOWN,QUEZON,CATANAUAN,3rd District,TAGBACAN SILANGAN,Public,DepED Managed,School with no Annexes,Purely ES,10,15,12,12,13,13,21,15,15,13,13,14,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,108671,TUHIAN ELEMENTARY SCHOOL,"SENTRO, BRGY. TUHIAN",QUEZON,CATANAUAN,3rd District,TUHIAN,Public,DepED Managed,School with no Annexes,Purely ES,45,35,43,29,46,30,29,21,40,21,28,23,32,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region IV-A,Quezon,Catanauan,301310,CATANAUAN NATIONAL HIGH SCHOOL,TAGBACAN IBABA,QUEZON,CATANAUAN,3rd District,TAGBACAN IBABA,Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,53,59,50,58,41,56,57,0,0,0,0,0,0,0,0,4,10,0,0,30,13,0,0,0,0,0,0,0,0,0,0,8,5,0,0,26,22,0,0,0,0
Region IV-A,Quezon,Catanauan,301311,DOONGAN ILAYA NATIONAL HIGH SCHOOL,UNKNOWN,QUEZON,CATANAUAN,3rd District,DOONGAN ILAYA,Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,45,55,29,43,34,41,43,0,0,0,0,0,0,0,0,8,11,0,0,38,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,0,0,0,0
Region IV-A,Quezon,Catanauan,301312,ALEJANDRO P. LIBAO NATIONAL HIGH SCHOOL,TAGBACAN ILAYA,QUEZON,CATANAUAN,3rd District,TAGBACAN ILAYA,Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,29,27,32,29,47,39,29,0,0,0,0,0,0,0,0,5,7,0,0,14,5,0,0,0,0,0,0,0,0,0,0,14,14,0,0,16,6,0,0,0,0
Region IV-A,Quezon,Catanauan,301391,SAN ISIDRO NATIONAL HIGH SCHOOL,"BRGY.  SAN ISIDRO, CATANAUAN",QUEZON,CATANAUAN,3rd District,SAN ISIDRO,Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,113,104,107,111,114,124,134,0,0,4,19,37,39,0,0,0,0,0,0,59,49,0,0,0,0,6,15,28,49,0,0,0,0,0,0,80,46,0,0,0,0
Region IV-A,Quezon,Catanauan,301392,ESTANISLAO PERLAS NATIONAL HIGH SCHOOL,TAGABAS IBABA,QUEZON,CATANAUAN,3rd District,TAGABAS IBABA,Public,DepED Managed,School with no Annexes,JHS with SHS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,17,23,27,30,24,20,0,0,0,0,0,0,0,0,4,7,0,0,11,8,0,0,0,0,0,0,0,0,0,0,7,16,0,0,18,10,0,0,0,0
